2,0,1,1,0,0,0,2,4,6,1,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,2,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,1,0,0,0,0,0,23,0,0,2,0,0,0,0,3,2,0,0,0,0,5,6,0,0,0,8,2,0,0,6,0,0,0,9,4,0,0,0,0,0,0,0,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,16,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,2,3,0,0,7,0,0,0,7,0,0,2,0,0,0,0,1,0,1,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0
10,5,10,0,3,0,0,0,19,0,0,0,2,0,0,0,4,0,2,0,0,0,0,0,0,0,8,0,1,0,10,0,7,0,0,27,29,0,0,0,7,0,14,0,0,1,0,0,0,3,0,2,1,3,1,0,6,0,0,1,0,0,0,0,13,0,0,1,0,0,0,0,7,13,1,0,1,0,0,0,0,0,13,0,0,0,0,0,0,8,0,4,0,0,7,0,0,0,0,12,0,2,6,0,6,0,0,0,5,0,29,20,0,0,8,0,0,2,0,0,0,0,6,13,0,1,4,0,1,0,0,4,26,0,1,2,0,0,0,4,3,0,1,0,25,0,3,3,4,0,0,8,0,0,0,0,0,5,9,0
4,0,0,0,2,2,3,0,4,0,18,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,1,0,0,3,1,0,2,0,2,0,15,0,0,0,0,12,16,0,0,7,0,0,0,0,5,0,0,0,0,0,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,7,0,3,0,0,0,4,0,0,8,4,0,0,0,0,0,0,5,0
4,0,0,4,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,10,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,17,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,14,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,1,0,0,1,10,3,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,8,0,4,0,6,0,0,0,0,0,0,1,0,15,0,0,1,0,0,10,0,0,0,0,3,16,0,0,0,0,0,0,0,0,7,0,0,0,13,2,1,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,16,0,4,0,1,5,2,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,15,0,0,0,1,1,7,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,11,0,2,0
1,0,0,0,0,5,5,4,37,0,0,0,19,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,9,0,0,0,7,0,0,0,0,0,0,3,23,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,1,0,0,2,5,0,1,10,14,0,5,0,0,0,0,4,0,1,0,3,0,0,0,0,0,1,0,0,3,0,4,5,6,22,0,0,0,14,0,3,3,6,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
0,0,0,0,0,7,0,2,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,7,10,0,0,8,0,0,22,0,0,0,0,0,0,0,0,3,0,4,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,5,0,8,0,0,29,1,0,0,0,0,15,0,0,15,0,0,0,2,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,38,0,0,0,0,0,3,0,7,0,0,0,0,0,2,0,5,3,0,4,0,0,0,0,0,2,0,0
3,1,0,0,0,4,0,1,13,0,0,0,0,0,0,0,0,0,1,14,0,8,0,0,0,11,0,3,0,0,0,0,21,15,8,0,18,0,6,0,0,0,18,0,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0,5,0,0,9,1,0,0,2,0,0,0,0,0,3,0,4,1,0,0,0,0,0,3,0,4,0,0,2,0,0,0,8,0,0,3,1,0,0,0,0,0,5,0,8,1,0,16,0,4,0,8,31,0,0,0,0,0,5,0,0,4,0,8,19,0,0,2,0,0,5,0,10,5,3,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,0,0,0,0,0,2,1,0
0,1,0,0,0,13,0,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,3,0,1,18,0,0,6,5,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,4,0,3,0,0,0,0,6,0,0,9,0,0,2,0,0,0,2,0,7,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,11,0,0,0
3,0,0,1,0,15,0,3,44,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,4,0,0,0,0,5,2,0,3,0,0,0,0,0,0,12,0,0,8,0,0,0,5,0,0,5,0,118,9,0,0,0,0,10,0,0,1,0,0,0,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,2,0,5,0,0,5,0,13,13,0,0,0,0,5,0,11,17,1,0,13,67,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,18,0,0,0,15,0,3,4,0,9,0,0,0,2,0,5,0,0,0,0,0,0,0,6,3,0,0
0,0,15,0,4,11,0,1,35,0,3,0,0,1,0,0,6,2,5,1,0,0,0,0,0,2,1,4,0,0,3,0,0,5,0,0,14,0,0,4,0,3,5,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,14,0,0,0,0,0,2,0,1,0,1,3,5,0,0,12,0,0,4,0,10,6,2,4,0,7,0,1,0,0,18,0,1,0,16,23,0,0,0,0,0,0,0,0,0,0,2,7,0,7,3,0,3,0,0,0,42,0,0,1,0,0,0,0,9,0,0,2,0,0,0,1,0,0,0,11,0,0,0,0,0,1,0,0
0,1,8,0,2,8,0,9,38,0,6,0,24,4,0,0,2,0,0,6,0,7,0,0,1,5,3,9,15,0,5,0,6,0,0,0,5,0,2,26,0,0,44,0,3,3,30,0,1,1,0,0,5,0,0,0,1,5,0,1,4,0,0,0,4,0,0,1,0,0,0,2,0,7,1,5,4,1,0,0,0,0,6,0,0,0,3,1,0,2,0,5,0,0,6,4,5,3,2,30,0,0,6,9,0,2,3,4,0,0,24,23,20,0,15,0,0,5,0,0,0,15,0,0,0,0,13,4,0,0,0,0,26,6,0,4,2,1,0,0,11,11,0,2,0,0,0,0,5,9,0,5,0,0,0,0,3,6,0,0
0,1,1,0,7,0,0,4,15,0,2,4,0,0,0,0,0,1,0,4,0,0,7,1,0,4,2,0,6,0,0,0,0,9,0,0,45,0,0,0,2,2,28,0,0,6,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,6,1,2,0,0,0,0,0,1,7,0,0,1,0,0,5,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,2,5,0,0,3,5,1,0,4,7,5,0,0,5,0,0,10,0,0,4,0,0,0,2,4,15,0,3,2,2,0,0,0,0,8,7,0,3,0,0,0,1,3,1,1,0,0,0,14,2,1,0,0,18,4,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,2,0,3,4,0,0,37,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,0,1,12,0,0,0,0,7,0,1,28,0,0,25,0,0,24,0,0,0,0,0,0,0,0,0,2,2,0,0,0,9,0,0,5,2,0,0,21,0,0,0,0,0,3,0,21,6,0,0,0,0,1,0,0,6,0,4,0,0,0,2,1,0,10,1,2,0,0,4,2,0,4,33,4,0,0,0,0,4,0,11,22,0,0,1,1,0,3,9,0,0,0,0,0,0,0,0,8,3,0,0,7,11,0,0,14,0,0,4,0,5,2,0,0,0,0,19,0,9,0,0,7,8,0,0,0,0,0,0,0
