,Unnamed: 0,Unnamed: 0.1,n_genes,percent_mito,n_counts,scale_SLC17A7,scale_MGP,scale_GAD1,scale_NOV,scale_RASGRF2,scale_RORB,scale_CUX2,scale_PLCXD2,scale_SULF2,scale_CTGF,scale_PCP4,scale_SEMA3E,scale_NPY,scale_SST,scale_PVALB,scale_VIP,scale_CALB2,scale_CCK,scale_RELN,scale_FOS,scale_EGR1,scale_PROK2,scale_EGR2,scale_BDNF,scale_GJA1,scale_CTSS,scale_MBP,scale_FLT1,leiden_pca,leiden_scvi,x,y,z
874,874,895,28,0,238908,0.14519009,0.004574597,0.008626749,0.016288247,0.014671100000000001,0.010114956,0.002998217,0.007735845999999999,0.02626892,0.03909572,0.09107765599999999,0.02128899,0.013715871000000001,0.000488948,0.004023575,0.00244662,0.009805533,0.07979431,0.00487308,0.053452945999999994,0.09611979999999999,0.019422693,0.01941368,0.006116504,0.029901617999999998,0.043327093,0.19853753,0.030629057,6,10,24.336,33.15,4.725
876,876,897,28,0,506505,0.005911314,0.001011825,0.0016273079999999998,0.007359921,0.00611218,0.013348334,0.013149071000000002,0.005719794,0.023541695,0.020074042,0.002795303,0.025060597999999996,0.02166466,0.002235151,0.009572718000000001,0.00400833,0.003213171,0.023559377000000003,0.006946264000000001,0.007588416,0.006778393000000001,0.008020429,0.010745433,0.0021089000000000004,0.028250837999999997,0.06132249,0.3565604,0.32171363,5,4,24.648000000000003,86.89200000000001,4.41
879,879,900,28,0,813407,0.008545701,0.001352651,0.001825056,0.009970054,0.007911505,0.010980317,0.014877705,0.005356039,0.025457268999999998,0.015984103,0.0037347590000000003,0.02095512,0.02070005,0.002220585,0.008442295,0.002472901,0.004040284,0.01777163,0.001638664,0.003443332,0.006993129,0.005148351,0.002954455,0.0009979189999999999,0.028388176,0.061716735,0.40138578,0.30473548,5,4,25.584,80.574,2.52
881,881,902,28,0,500174,0.15701798,0.0049408790000000005,0.014727809,0.030265922,0.014746727,0.010163056,0.005584749,0.018047908,0.027907476,0.028715815,0.07790739,0.02341022,0.019172506000000002,0.006461956,0.025973529,0.004288808,0.009676533000000001,0.07513066,0.003408659,0.03687615,0.093702495,0.015481201000000002,0.013820333,0.0037401920000000003,0.026492863999999998,0.0411938,0.17312318,0.038021214,1,10,27.378,48.20399999999999,2.52
883,883,904,28,0,431132,0.00921361,0.000980864,0.001177833,0.008935439,0.0112262,0.01399783,0.008690065,0.005955565,0.026206616000000002,0.016908641999999998,0.0036573079999999997,0.018469099,0.022382457,0.00599309,0.007909024,0.004104761,0.00375382,0.024298452,0.010308756,0.006257222,0.007493784,0.006441677,0.008520575,0.001449175,0.033023395,0.061414998,0.3733828,0.29784688,5,4,28.002,72.93,2.52
885,885,906,28,0,571883,0.009935038,0.001141787,0.0014930829999999999,0.009033956,0.010914075,0.009301325,0.007011096,0.004719885,0.027651057000000003,0.010118526,0.0032697290000000003,0.008871676,0.02380853,0.010682674,0.006504349,0.0018414179999999998,0.00378512,0.016562166,0.00141065,0.008815396999999999,0.008416406,0.0071384709999999995,0.007410671,0.0019118179999999998,0.032064594,0.06061058,0.40791115,0.29766473,5,4,29.016,87.906,6.93
889,889,910,28,0,691077,0.009227500999999999,0.0032369720000000003,0.028621694,0.021955412,0.006051349,0.00942834,0.004730043,0.003285776,0.020585093999999998,0.012430693,0.003538726,0.012607553999999998,0.017896112,0.002274174,0.018661393000000002,0.01490547,0.0036478229999999997,0.031692572,0.005017206,0.013705852,0.0056809140000000004,0.010619381,0.0120856,0.003877999,0.025333043,0.062358500000000004,0.37676305,0.25978178,5,4,30.576,89.154,4.725
891,891,912,28,0,591497,0.012294387,0.0016976329999999998,0.006822757,0.008824828,0.007687081,0.012896043000000001,0.008789864,0.00640179,0.025311515,0.021201706,0.004853156,0.0150332,0.023254205,0.0029279840000000002,0.013172043,0.006830504,0.004390096,0.031924486,0.0064863030000000006,0.015802875,0.008700859,0.011329223000000001,0.014008525,0.004274489,0.037205707000000005,0.060457874,0.36578628,0.26163456,5,4,32.214,66.92399999999999,3.15
892,892,913,28,0,471483,0.009841506,0.002433587,0.016173612,0.007014526,0.007855931,0.008022037,0.005384671999999999,0.004217164,0.024672742999999997,0.016713075,0.004415607,0.022197874,0.024411172000000002,0.011446356999999999,0.022001084,0.010936728,0.004492399,0.022240218,0.001819755,0.0075001469999999995,0.007563469000000001,0.010189606,0.010680415,0.002329285,0.05216332,0.05838914,0.40909863,0.21579595,5,4,33.618,103.428,3.465
893,893,914,28,0,545054,0.0056283190000000006,0.0011361639999999998,0.002019949,0.015034406,0.006339971,0.008023987,0.004992967,0.003147915,0.023139907,0.014307085,0.002307784,0.020776479,0.01895276,0.001256177,0.008074449000000001,0.004053272,0.0033566620000000003,0.01603715,0.0014012229999999998,0.004284823,0.005950072,0.006273559000000001,0.0055504230000000005,0.001241107,0.028538648,0.06478306,0.39969140000000003,0.3237002,5,4,33.852,95.16,5.67
