,x,y,z
344,45.006,73.554,2.205
345,44.928000000000004,86.346,3.15
346,45.162,72.15,1.89
347,45.942,88.21799999999999,1.89
348,45.942,49.608000000000004,2.205
349,46.02,116.61,3.78
350,46.41,90.87,3.78
351,46.722,76.05,2.52
352,46.644,112.788,1.89
353,47.111999999999995,54.6,1.89
354,47.19,41.262,2.205
355,47.268,80.574,1.89
356,47.19,113.802,1.89
357,47.346000000000004,115.12799999999999,2.835
358,47.97,100.30799999999999,2.52
359,47.891999999999996,94.77,2.205
360,48.282,73.242,3.465
361,48.36,87.28200000000001,1.89
362,48.438,103.428,3.78
363,49.373999999999995,41.808,2.205
364,49.608000000000004,103.584,2.205
365,49.68600000000001,106.86,1.89
366,49.763999999999996,100.30799999999999,1.89
367,49.68600000000001,88.14,2.205
368,49.92,114.036,2.52
369,50.153999999999996,37.596,2.205
370,51.246,75.972,1.89
371,50.934,106.626,4.725
372,51.792,88.296,2.52
373,51.948,82.758,2.205
374,52.181999999999995,115.44,2.52
375,52.494,93.21,2.52
376,52.571999999999996,96.33,2.205
377,52.571999999999996,83.928,1.89
378,52.571999999999996,86.58,2.52
379,53.273999999999994,89.46600000000001,1.89
380,53.43,72.384,2.205
381,53.586000000000006,106.54799999999999,3.15
382,54.678000000000004,98.904,1.89
383,55.302,102.492,2.52
384,55.38,110.214,2.205
385,55.458,107.874,2.205
386,56.004,83.226,2.205
387,56.394,66.92399999999999,2.52
388,56.706,117.234,1.89
389,56.784,95.00399999999999,1.89
390,57.486000000000004,99.84,1.89
391,57.72,101.166,1.89
392,58.032,85.176,1.89
393,58.968,114.50399999999999,1.89
394,59.904,110.916,3.78
395,60.216,98.82600000000001,2.205
396,60.918,105.066,2.205
397,61.152,73.242,2.52
398,61.23,80.88600000000001,1.89
399,63.803999999999995,115.90799999999999,4.095
400,65.208,96.25200000000001,2.52
401,65.832,6.5520000000000005,3.15
402,66.53399999999999,108.49799999999999,2.52
403,68.172,81.978,3.15
404,69.264,77.064,1.89
405,124.72200000000001,115.36200000000001,3.78
406,1.95,14.118,3.15
407,2.106,4.836,2.835
408,2.106,11.544,2.52
409,2.34,10.686,1.89
410,2.34,62.166000000000004,1.89
411,3.12,6.084,1.89
412,3.432,70.74600000000001,2.52
413,3.822,60.138000000000005,4.41
414,4.1339999999999995,44.85,4.095
415,4.212,26.285999999999998,3.15
416,5.382000000000001,111.15,3.15
417,6.396,21.138,3.15
418,6.318,47.58,5.985
419,7.644,1.4040000000000001,1.89
420,8.19,109.59,2.835
421,8.97,75.66,3.465
422,9.126,66.3,2.835
423,10.14,79.95,1.89
424,12.48,32.292,2.52
425,12.558,68.874,1.89
426,14.352,40.638000000000005,1.89
427,14.508,65.75399999999999,2.835
428,14.898,37.751999999999995,4.095
429,16.146,80.73,2.52
430,16.458,99.52799999999999,3.465
431,16.614,115.12799999999999,1.89
432,17.16,117.70200000000001,2.205
433,17.706,105.76799999999999,7.245
434,18.174,95.238,2.835
435,18.33,75.582,2.52
436,19.812,14.118,2.835
437,19.812,97.03200000000001,2.205
438,20.046,79.872,1.89
439,20.358,90.792,2.52
440,20.358,11.466,1.89
441,21.45,42.666000000000004,1.89
442,21.84,54.678000000000004,2.835
443,21.918000000000003,47.268,2.835
444,22.308000000000003,15.677999999999999,2.205
445,22.854,9.828,3.465
446,23.4,30.108,2.835
447,23.555999999999997,67.938,2.835
448,23.634,25.818,2.52
449,24.101999999999997,72.22800000000001,2.52
450,24.881999999999998,38.298,3.78
451,24.804000000000002,109.12200000000001,3.465
452,25.428,85.33200000000001,3.465
453,26.052,11.388,2.835
454,26.13,98.98200000000001,2.52
455,26.831999999999997,20.436,1.89
456,29.718000000000004,20.514,3.15
457,30.108,5.226,2.205
458,30.264,25.116,3.15
459,30.654,53.04,1.89
460,30.81,83.382,3.15
461,30.81,18.564,2.205
462,31.668000000000003,30.498,1.89
463,31.901999999999997,31.59,1.89
464,33.228,41.106,2.52
465,33.54,85.488,3.15
466,33.228,62.79,2.835
467,33.384,28.625999999999998,1.89
468,34.086,66.69,2.52
469,34.788000000000004,8.346,2.52
470,34.944,36.426,2.205
471,34.944,79.95,2.52
472,35.334,61.62,2.52
473,36.036,58.578,2.835
474,36.27,50.076,1.89
475,37.128,6.5520000000000005,2.835
476,37.596,14.508,2.835
477,37.674,5.07,1.89
478,37.83,22.386,2.205
479,37.83,57.096000000000004,2.205
480,37.751999999999995,67.548,2.835
481,38.141999999999996,39.936,2.205
482,38.61,37.674,3.78
483,38.454,115.44,2.835
484,38.532,87.43799999999999,2.205
485,38.688,47.501999999999995,1.89
486,38.61,54.21,2.52
487,38.922,93.99,1.89
488,39.156,16.458,2.205
489,39.936,9.75,2.835
490,40.326,94.302,1.89
491,41.418,28.781999999999996,2.835
492,42.12,31.122,3.465
493,42.51,3.2760000000000002,2.835
494,43.758,48.36,3.78
495,43.68,61.931999999999995,4.725
496,43.913999999999994,101.322,2.835
497,44.148,20.826,3.15
498,44.226000000000006,103.584,2.835
499,44.85,60.294,4.095
500,44.772,34.554,5.04
501,45.083999999999996,9.672,1.89
502,45.396,52.26,2.52
503,46.02,5.226,2.205
504,47.658,93.678,2.205
505,48.438,48.048,3.15
506,48.828,78.0,2.835
507,49.53,63.413999999999994,2.835
508,49.842,84.786,2.205
509,50.544,83.226,2.205
510,50.856,93.366,3.465
511,55.38,97.03200000000001,2.52
512,55.614,104.208,2.52
513,56.316,4.212,2.52
514,56.394,100.30799999999999,2.205
515,56.784,81.978,2.205
516,56.706,85.87799999999999,1.89
517,56.94,80.34,2.835
518,57.096000000000004,90.324,3.78
519,57.096000000000004,92.43,3.15
520,59.748000000000005,94.458,4.095
521,60.372,88.84200000000001,4.095
522,60.372,91.338,2.205
523,61.152,77.688,3.15
524,61.386,103.272,1.89
525,61.464,117.234,2.205
526,61.854,106.704,2.205
527,63.258,101.946,3.78
528,64.428,107.32799999999999,2.205
529,64.818,108.73200000000001,4.725
530,64.66199999999999,101.322,2.52
531,67.392,96.40799999999999,2.205
532,67.704,79.32600000000001,1.89
533,69.264,113.958,2.52
534,69.81,102.102,1.89
535,70.2,104.208,2.52
536,73.32,79.248,2.205
537,79.872,72.618,3.15
538,1.3259999999999998,114.50399999999999,2.835
539,3.12,45.708,3.15
540,3.51,74.334,2.52
541,3.9,33.15,3.15
542,4.212,68.718,3.15
543,5.148,40.56,3.15
544,4.914,117.0,3.15
545,5.6160000000000005,114.426,1.89
546,5.694,70.122,2.52
547,6.5520000000000005,77.688,2.205
548,7.254,103.896,2.52
549,7.254,89.85600000000001,2.52
550,7.487999999999999,40.95,3.465
551,8.033999999999999,118.63799999999999,3.15
552,8.892000000000001,41.652,3.465
553,9.516,58.89,3.465
554,10.062000000000001,84.006,2.835
555,12.168,8.502,1.89
556,12.714,28.08,3.15
557,15.21,12.09,2.52
558,15.522,91.728,2.205
559,15.677999999999999,4.524,3.465
560,15.912,107.094,2.205
561,16.926,16.067999999999998,2.835
562,16.926,109.66799999999999,2.205
563,17.784000000000002,25.506,2.205
564,18.72,98.82600000000001,2.52
565,19.032,83.694,3.15
566,19.266,17.394000000000002,6.93
567,19.968,92.976,3.15
568,19.89,43.211999999999996,2.52
569,20.124000000000002,48.282,3.15
570,20.67,67.002,2.205
571,22.541999999999998,78.858,3.465
572,23.088,111.15,2.835
573,23.322,82.29,8.19
574,24.024,110.292,2.835
575,24.18,84.786,3.78
576,24.336,21.45,2.835
577,24.804000000000002,1.95,3.15
578,25.428,7.332000000000001,2.835
579,26.441999999999997,60.996,4.095
580,26.754,38.22,1.89
581,26.831999999999997,102.336,3.15
582,27.846,8.892000000000001,2.205
583,27.924,83.226,3.78
584,28.314,3.6660000000000004,3.465
585,28.548000000000002,26.285999999999998,1.89
586,28.548000000000002,48.593999999999994,2.205
587,29.016,101.946,1.89
588,29.718000000000004,48.048,2.52
589,30.342,16.692,3.78
590,31.434,49.14,3.78
591,31.668000000000003,108.34200000000001,2.835
592,31.901999999999997,34.554,3.465
593,32.448,43.523999999999994,4.41
594,33.54,48.828,3.15
595,35.022,56.238,2.205
596,35.49,2.106,4.725
597,35.724000000000004,6.7860000000000005,2.205
598,35.802,40.638000000000005,2.52
599,35.958,32.604,3.15
600,37.05,9.204,3.15
601,37.674,31.98,2.52
602,38.141999999999996,105.37799999999999,2.205
603,38.454,45.552,2.52
604,38.922,90.09,3.465
605,39.0,17.94,3.15
606,39.078,27.378,4.095
607,39.78,44.382,2.52
608,40.638000000000005,4.1339999999999995,2.52
609,40.794000000000004,116.61,3.15
610,41.574,6.5520000000000005,2.835
611,42.666000000000004,39.702,3.465
612,42.666000000000004,46.488,2.52
613,42.978,42.744,3.15
614,42.978,16.38,2.835
615,43.836000000000006,102.726,2.52
616,44.07,87.126,2.52
617,44.61600000000001,39.468,2.52
618,44.85,67.704,3.15
619,44.928000000000004,43.056000000000004,2.52
620,45.083999999999996,18.954,2.835
621,46.098,50.622,4.095
622,47.424,95.94,2.835
623,47.501999999999995,71.76,2.205
624,47.97,82.446,3.15
625,48.36,59.28,2.205
626,51.168,95.706,2.52
627,51.324,26.285999999999998,3.15
628,51.402,66.53399999999999,3.15
629,51.402,57.95399999999999,2.835
630,51.636,68.172,1.89
631,52.181999999999995,99.45,3.15
632,52.026,111.072,5.355
633,52.181999999999995,66.846,2.205
634,54.132,62.478,2.835
635,54.522,46.332,2.835
636,54.36600000000001,91.494,1.89
637,54.443999999999996,100.542,2.52
638,54.522,71.604,2.835
639,55.38,49.842,2.52
640,55.692,79.248,2.835
641,55.692,43.446000000000005,2.52
642,55.926,37.128,2.52
643,56.55,87.126,2.835
644,56.706,106.15799999999999,2.52
645,57.72,46.332,2.52
646,57.72,66.846,2.52
647,57.876000000000005,94.302,2.835
648,58.188,41.574,2.52
649,58.11,117.156,4.41
650,58.656000000000006,98.28,2.205
651,59.04600000000001,82.368,4.095
652,59.513999999999996,105.846,3.15
653,60.06,32.994,2.835
654,61.464,93.21,2.52
655,62.166000000000004,111.384,2.52
656,62.166000000000004,88.84200000000001,4.095
657,62.79,21.06,2.205
658,63.336000000000006,99.99600000000001,2.835
659,64.038,37.284,4.095
660,64.506,115.05,2.52
661,65.442,83.85,4.095
662,65.75399999999999,87.28200000000001,2.835
663,65.988,110.76,3.15
664,66.846,82.212,3.465
665,67.08,93.444,3.465
666,68.094,91.572,2.835
667,69.654,112.086,2.835
668,70.668,27.221999999999998,2.52
669,70.74600000000001,81.51,5.355
670,71.604,74.334,2.835
671,73.008,36.036,3.465
672,73.164,111.15,2.205
673,74.958,97.5,2.52
674,77.454,112.788,2.52
675,1.014,51.012,5.985
676,0.936,71.76,6.93
677,1.6380000000000001,86.42399999999999,3.15
678,1.716,83.928,3.15
679,2.106,87.75,4.41
680,1.794,109.27799999999999,2.205
681,2.106,66.846,3.465
682,2.106,71.994,2.835
683,3.198,49.218,9.45
684,3.432,111.306,3.15
685,4.1339999999999995,6.084,3.15
686,4.212,80.184,3.465
687,4.446000000000001,7.332000000000001,3.15
688,4.992,82.134,2.835
689,5.148,9.75,2.835
690,5.6160000000000005,66.846,6.615
691,6.396,61.464,4.725
692,6.63,94.926,3.465
693,6.7860000000000005,32.135999999999996,3.465
694,7.332000000000001,105.69,3.15
695,7.332000000000001,101.088,3.465
696,7.41,15.21,1.89
697,7.956,96.25200000000001,3.15
698,8.424,89.46600000000001,2.205
699,8.736,23.79,3.465
700,9.516,72.54,3.78
701,9.75,9.906,2.835
702,10.842,9.204,3.15
703,11.934000000000001,82.914,3.465
704,12.714,5.382000000000001,1.89
705,12.87,85.41,3.15
706,13.884,97.5,2.835
707,13.884,20.748,2.835
708,14.04,10.92,3.465
709,14.664000000000001,64.038,3.15
710,14.976,82.992,2.205
711,15.132,31.511999999999997,3.465
712,14.976,35.334,6.93
713,15.834000000000001,92.898,3.15
714,16.224,61.698,2.835
715,16.614,98.124,4.725
716,18.408,58.578,2.52
717,20.514,41.262,2.52
718,20.67,15.288,3.15
719,20.67,33.071999999999996,3.15
720,21.45,57.876000000000005,3.78
721,21.761999999999997,25.038,3.465
722,21.84,81.9,4.095
723,22.074,38.064,1.89
724,22.541999999999998,5.303999999999999,2.52
725,22.776,57.33,3.465
726,23.01,19.188,2.52
727,23.634,93.756,2.205
728,24.101999999999997,47.736000000000004,2.835
729,24.101999999999997,118.09200000000001,2.835
730,25.35,9.984,5.355
731,25.428,30.03,2.52
732,25.506,35.334,3.465
733,25.662,40.092,3.15
734,25.506,114.19200000000001,3.15
735,25.818,91.884,2.835
736,25.818,94.848,3.78
737,28.704,38.766,1.89
738,28.86,65.286,3.15
739,29.561999999999998,25.194000000000003,2.835
740,29.796,34.086,3.78
741,32.838,20.124000000000002,3.465
742,33.228,21.45,3.78
743,34.242,45.083999999999996,1.89
744,34.476,81.58800000000001,3.465
745,34.632,31.278000000000002,3.15
746,34.632,82.602,3.465
747,36.426,3.198,2.52
748,36.894,70.044,1.89
749,37.128,92.742,3.15
750,37.83,62.63399999999999,3.15
751,37.83,95.16,1.89
752,39.39,84.162,4.41
753,40.092,29.25,3.465
754,41.418,57.096000000000004,4.095
755,41.652,14.976,3.15
756,41.73,96.17399999999999,3.15
757,42.431999999999995,61.931999999999995,3.78
758,42.821999999999996,59.748000000000005,2.835
759,43.056000000000004,99.13799999999999,2.835
760,43.446000000000005,18.875999999999998,3.78
761,44.61600000000001,2.496,2.835
762,44.693999999999996,27.144000000000002,4.41
763,44.772,88.45200000000001,2.835
764,45.083999999999996,30.498,2.52
765,45.63,106.626,3.78
766,45.942,20.982,3.15
767,46.098,65.832,2.835
768,46.41,43.446000000000005,2.205
769,46.722,27.846,3.15
770,47.111999999999995,100.62,2.205
771,47.736000000000004,58.11,4.725
772,47.891999999999996,21.372,3.15
773,47.97,62.4,2.205
774,47.97,85.72200000000001,2.205
775,48.282,66.456,2.835
776,48.593999999999994,18.642,2.835
777,49.062,81.27600000000001,1.89
778,48.983999999999995,115.75200000000001,3.465
779,49.14,39.624,3.465
780,49.53,33.071999999999996,2.835
781,49.608000000000004,94.848,2.205
782,49.68600000000001,111.462,3.78
783,50.934,90.402,3.78
784,51.09,69.96600000000001,2.835
785,51.792,64.896,2.205
786,53.04,2.496,3.15
787,52.961999999999996,55.224,4.41
788,53.273999999999994,75.11399999999999,1.89
789,53.118,6.006,3.78
790,53.352,14.508,3.78
791,53.43,42.744,2.835
792,53.742,9.75,3.78
793,54.053999999999995,52.338,2.52
794,54.678000000000004,95.706,1.89
795,54.833999999999996,87.28200000000001,3.15
796,55.068000000000005,68.172,3.465
797,55.224,41.34,2.52
798,55.926,75.27,4.725
799,56.55,71.682,2.835
800,58.188,69.732,3.15
801,58.422,42.666000000000004,2.835
802,59.67,80.808,2.835
803,59.826,84.396,2.205
804,59.904,67.158,2.52
805,59.982,117.624,2.52
806,60.06,41.028,2.205
807,60.06,108.03,3.15
808,60.216,78.78,2.52
809,60.372,97.42200000000001,2.52
810,60.45,18.018,2.205
811,60.528,1.6380000000000001,2.52
812,61.152,49.062,4.725
813,61.23,67.626,2.835
814,62.556000000000004,19.812,3.465
815,63.96,85.72200000000001,3.15
816,64.428,12.168,3.15
817,64.66199999999999,117.39,3.15
818,64.66199999999999,92.586,2.52
819,65.442,88.84200000000001,3.465
820,65.75399999999999,98.98200000000001,3.15
821,65.676,117.546,4.095
822,66.14399999999999,78.858,3.15
823,67.002,67.236,2.52
824,68.796,83.928,2.205
825,68.952,18.33,3.465
826,69.108,71.292,3.465
827,69.342,90.87,2.835
828,70.824,28.938000000000002,4.41
829,71.916,80.652,4.725
830,76.518,105.76799999999999,3.15
831,76.596,43.446000000000005,3.15
832,83.46,108.57600000000001,3.15
833,85.64399999999999,106.704,3.465
834,87.43799999999999,108.03,3.465
835,87.906,68.094,1.89
836,97.42200000000001,56.706,2.205
837,1.95,42.042,4.725
838,2.574,59.358000000000004,1.89
839,3.3539999999999996,23.478,4.095
840,3.744,95.00399999999999,4.095
841,3.978,19.188,4.095
842,4.602,97.89,4.725
843,4.602,51.402,1.89
844,4.836,77.064,4.41
845,6.006,53.742,2.52
846,6.24,109.35600000000001,2.52
847,7.487999999999999,63.803999999999995,3.78
848,8.58,44.928000000000004,2.52
849,9.75,50.388000000000005,3.465
850,10.296,6.474,3.465
851,10.452,117.07799999999999,3.465
852,10.296,21.996,3.465
853,10.607999999999999,29.171999999999997,3.15
854,12.012,89.7,3.78
855,12.87,17.472,3.465
856,14.196,4.68,3.78
857,14.508,27.3,4.725
858,14.898,59.67,5.04
859,15.912,2.184,3.15
860,15.99,88.14,3.465
861,16.146,46.488,3.78
862,17.706,96.876,3.78
863,17.784000000000002,59.826,1.89
864,18.096,30.576,4.41
865,19.11,31.434,1.89
866,19.344,85.87799999999999,3.15
867,19.656,18.954,4.41
868,20.748,50.934,3.78
869,20.982,1.092,3.78
870,21.138,59.43600000000001,4.41
