,x,y,z
4200,99.21600000000001,35.178000000000004,5.67
4201,99.294,56.861999999999995,5.04
4202,99.294,66.69,5.04
4203,99.37200000000001,65.676,6.3
4204,99.762,90.09,6.3
4205,99.91799999999999,99.762,6.93
4206,99.91799999999999,52.026,4.725
4207,100.074,71.52600000000001,4.725
4208,100.38600000000001,71.37,6.615
4209,100.23,72.696,5.985
4210,100.542,38.376,6.93
4211,101.01,92.742,4.725
4212,101.088,86.58,6.93
4213,101.556,93.99,5.985
4214,101.556,33.852,6.3
4215,101.868,26.988000000000003,5.985
4216,102.18,100.77600000000001,5.67
4217,102.414,44.303999999999995,5.985
4218,102.648,70.668,6.615
4219,103.038,83.928,6.3
4220,104.208,56.238,6.615
4221,104.36399999999999,108.654,4.725
4222,104.52,118.17,6.615
4223,104.598,48.593999999999994,6.615
4224,105.14399999999999,42.042,5.04
4225,105.37799999999999,55.926,6.615
4226,105.53399999999999,116.766,5.04
4227,106.314,45.162,5.67
4228,106.86,37.83,6.3
4229,107.016,66.69,5.04
4230,107.17200000000001,63.18,5.67
4231,108.186,64.194,5.04
4232,108.186,70.59,5.67
4233,108.88799999999999,98.046,8.19
4234,108.81,116.064,5.355
4235,109.27799999999999,55.536,5.985
4236,109.434,115.90799999999999,5.985
4237,109.902,69.96600000000001,5.985
4238,109.902,31.746,6.615
4239,110.292,92.82,4.725
4240,110.52600000000001,60.294,7.245
4241,111.462,54.833999999999996,6.3
4242,111.462,48.983999999999995,6.3
4243,111.852,89.934,5.355
4244,112.086,79.794,5.355
4245,112.554,108.42,5.355
4246,112.632,76.752,5.67
4247,116.68799999999999,110.13600000000001,5.67
4248,117.46799999999999,67.938,6.93
4249,119.49600000000001,72.774,6.3
4250,119.808,92.118,5.985
4251,119.73,99.21600000000001,7.245
4252,120.588,108.88799999999999,5.67
4253,121.446,67.548,7.56
4254,123.162,76.05,5.67
4255,124.8,80.34,6.3
4256,127.60799999999999,111.696,6.93
4257,128.076,103.116,5.67
4258,1.092,88.60799999999999,5.355
4259,2.34,85.488,8.82
4260,2.8080000000000003,60.216,7.56
4261,3.432,1.95,7.56
4262,3.6660000000000004,67.08,6.93
4263,3.6660000000000004,79.092,6.615
4264,4.212,111.306,7.245
4265,4.836,63.648,6.93
4266,4.836,8.97,7.56
4267,5.148,78.468,6.93
4268,5.694,104.13,6.615
4269,7.722,30.576,7.245
4270,7.956,11.934000000000001,5.04
4271,8.58,3.6660000000000004,6.3
4272,8.814,66.14399999999999,6.615
4273,9.048,50.622,7.245
4274,9.048,90.402,6.615
4275,9.36,94.458,5.355
4276,9.75,80.808,5.04
4277,9.828,68.328,7.56
4278,10.842,71.682,7.875
4279,10.92,26.598000000000003,7.245
4280,11.154000000000002,59.513999999999996,6.93
4281,11.232000000000001,58.032,7.56
4282,11.7,2.34,7.245
4283,12.168,1.17,7.245
4284,12.09,99.762,6.615
4285,12.48,4.368,6.3
4286,12.87,75.27,5.355
4287,13.026,37.284,7.56
4288,13.338,41.574,6.93
4289,13.728,9.75,7.245
4290,13.962,97.96799999999999,7.245
4291,14.274000000000001,82.446,5.355
4292,14.585999999999999,5.85,5.355
4293,14.976,103.194,5.67
4294,15.288,8.736,6.93
4295,15.366,96.954,5.04
4296,15.677999999999999,19.734,5.04
4297,15.834000000000001,29.484,6.615
4298,16.38,7.956,6.93
4299,16.38,45.474,7.56
4300,16.535999999999998,63.57,5.355
4301,16.77,72.22800000000001,6.93
4302,16.77,78.234,9.45
4303,17.316,15.99,5.04
4304,18.486,7.722,6.93
4305,18.252,76.986,9.765
4306,18.564,35.646,5.04
4307,19.032,91.416,6.93
4308,19.344,86.03399999999999,5.04
4309,19.266,102.648,7.56
4310,19.578,45.786,7.56
4311,19.656,15.288,7.245
4312,19.578,40.404,7.56
4313,19.656,33.306,5.04
4314,19.812,80.028,5.04
4315,19.968,60.684,6.93
4316,20.124000000000002,60.918,5.04
4317,20.28,56.472,5.04
4318,20.28,110.604,6.615
4319,20.436,33.15,5.04
4320,20.436,80.028,5.04
4321,20.514,108.10799999999999,5.04
4322,20.826,67.314,5.985
4323,20.904,34.71,8.505
4324,21.06,68.172,5.04
4325,21.294,96.564,5.985
4326,22.62,111.93,6.615
4327,23.088,34.164,5.04
4328,23.555999999999997,100.932,5.67
4329,23.478,106.93799999999999,6.93
4330,23.868000000000002,21.996,6.3
4331,23.868000000000002,79.794,5.355
4332,24.18,28.158,6.615
4333,24.258000000000003,69.498,6.615
4334,24.491999999999997,73.32,6.3
4335,24.414,68.25,7.56
4336,25.35,81.744,6.93
4337,25.35,64.74,7.875
4338,25.35,74.41199999999999,9.45
4339,25.662,114.11399999999999,5.04
4340,25.818,14.742,7.245
4341,26.831999999999997,12.168,5.04
4342,26.91,12.87,6.3
4343,27.066,21.761999999999997,8.82
4344,26.988000000000003,60.918,5.04
4345,27.144000000000002,53.43,5.04
4346,27.144000000000002,65.442,5.355
4347,27.456,78.546,5.355
4348,27.612,32.448,5.985
4349,27.69,54.833999999999996,5.04
4350,27.768,55.146,5.67
4351,27.924,114.19200000000001,6.93
4352,28.002,2.574,5.04
4353,27.69,38.688,8.19
4354,28.08,24.57,6.93
4355,28.314,73.242,6.93
4356,28.314,67.782,5.04
4357,28.314,99.762,5.04
4358,28.938000000000002,102.96,6.93
4359,29.25,37.908,5.04
4360,29.328000000000003,47.58,6.93
4361,29.64,50.856,8.505
4362,30.108,69.498,8.505
4363,30.264,18.954,8.505
4364,31.122,59.67,6.615
4365,31.434,41.34,6.93
4366,32.916,71.292,7.56
4367,33.228,62.946000000000005,5.04
4368,32.994,88.06200000000001,7.56
4369,33.461999999999996,57.174,7.56
4370,33.618,47.891999999999996,5.04
4371,33.852,4.056,6.3
4372,34.008,67.704,6.93
4373,34.866,114.19200000000001,6.93
4374,35.334,105.61200000000001,5.04
4375,35.646,62.01,5.04
4376,36.192,39.624,5.67
4377,36.426,27.534000000000002,7.245
4378,36.582,83.46,7.245
4379,36.816,5.772,8.505
4380,37.518,63.023999999999994,7.245
4381,37.674,67.236,5.04
4382,37.986,97.03200000000001,6.93
4383,39.858000000000004,46.176,5.355
4384,39.858000000000004,57.56399999999999,7.245
4385,41.106,15.21,6.93
4386,41.106,50.153999999999996,5.04
4387,41.262,23.945999999999998,6.93
4388,41.106,58.032,6.93
4389,41.106,87.67200000000001,6.93
4390,41.808,95.86200000000001,7.56
4391,41.964,69.57600000000001,5.985
4392,42.354,66.456,5.355
4393,42.431999999999995,48.906000000000006,5.04
4394,42.821999999999996,66.846,7.245
4395,43.211999999999996,11.856,5.985
4396,43.211999999999996,12.558,5.04
4397,43.68,49.53,6.615
4398,44.303999999999995,95.16,7.245
4399,44.226000000000006,100.698,6.93
4400,46.098,42.51,5.04
4401,46.488,59.67,7.56
4402,47.034,23.634,5.04
4403,48.516000000000005,66.612,5.04
4404,49.062,37.128,7.56
4405,49.218,48.048,5.985
4406,49.68600000000001,75.426,5.67
4407,49.763999999999996,33.228,5.04
4408,49.68600000000001,79.95,5.985
4409,49.842,78.546,5.355
4410,49.998000000000005,70.434,6.615
4411,50.778,62.556000000000004,6.93
4412,51.246,58.032,5.04
4413,51.558,4.29,5.355
4414,51.948,89.77799999999999,7.245
4415,52.104,67.158,5.04
4416,52.494,75.816,6.93
4417,52.416000000000004,86.50200000000001,5.355
4418,52.416000000000004,117.624,5.04
4419,52.571999999999996,97.03200000000001,6.615
4420,52.65,101.946,5.04
4421,53.586000000000006,24.024,5.04
4422,54.6,46.722,5.04
4423,54.756,62.79,7.245
4424,54.756,88.53,6.93
4425,55.146,102.414,7.245
4426,55.146,19.812,6.3
4427,55.38,97.03200000000001,5.04
4428,55.536,10.218,6.615
4429,55.536,50.388000000000005,5.04
4430,55.614,69.888,5.04
4431,55.692,6.942,5.67
4432,56.55,22.151999999999997,6.615
4433,56.628,22.23,5.04
4434,56.706,71.604,5.04
4435,57.408,30.186,5.04
4436,57.408,85.64399999999999,6.93
4437,57.641999999999996,43.523999999999994,5.04
4438,57.798,46.878,6.615
4439,57.798,9.75,6.3
4440,58.188,1.794,5.04
4441,59.28,73.632,8.19
4442,59.202,4.524,5.04
4443,59.904,6.006,5.04
4444,59.982,107.71799999999999,5.04
4445,60.216,112.086,6.615
4446,60.45,114.348,8.82
4447,60.294,91.182,5.04
4448,60.84,8.267999999999999,5.04
4449,61.074,95.55,6.93
4450,61.386,7.8,5.67
4451,61.464,17.55,5.04
4452,62.01,78.93599999999998,6.615
4453,62.4,24.258000000000003,6.93
4454,63.413999999999994,32.838,5.04
4455,63.57,65.52,6.615
4456,63.882,53.976000000000006,7.245
4457,64.038,114.426,5.04
4458,64.35,15.834000000000001,5.04
4459,64.506,117.39,5.04
4460,64.506,6.942,6.615
4461,64.66199999999999,54.053999999999995,5.04
4462,64.66199999999999,96.096,5.985
4463,65.13,27.924,6.3
4464,65.13,35.022,7.56
4465,65.13,96.564,5.04
4466,65.13,97.266,5.04
4467,65.36399999999999,6.63,5.04
4468,65.286,23.322,5.985
4469,65.442,118.71600000000001,7.245
4470,66.14399999999999,24.491999999999997,7.245
4471,66.14399999999999,27.846,5.04
4472,66.222,94.146,6.93
4473,66.3,38.61,5.67
4474,66.768,16.614,7.245
4475,67.47,103.662,6.93
4476,67.548,108.96600000000001,5.985
4477,67.86,15.6,6.615
4478,68.484,91.26,6.3
4479,68.484,93.756,6.615
4480,69.342,39.39,9.135
4481,69.888,85.25399999999999,6.3
4482,69.96600000000001,78.312,8.505
4483,70.35600000000001,19.5,5.04
4484,70.35600000000001,35.49,7.56
4485,70.668,90.24600000000001,6.93
4486,70.668,32.214,5.04
4487,71.292,39.156,5.355
4488,71.83800000000001,13.728,5.04
4489,71.916,25.818,5.04
4490,72.384,56.472,6.93
4491,73.008,102.258,7.245
4492,73.164,112.242,5.04
4493,73.242,116.454,6.93
4494,73.242,44.303999999999995,8.505
4495,73.632,11.7,6.615
4496,73.554,17.706,5.04
4497,73.632,89.46600000000001,7.245
4498,74.256,24.258000000000003,5.04
4499,74.41199999999999,28.158,6.3
4500,74.41199999999999,102.414,5.355
4501,74.41199999999999,102.804,5.355
4502,74.646,46.722,5.04
4503,74.958,58.812,5.67
4504,74.958,15.21,6.93
4505,76.596,24.101999999999997,10.08
4506,76.518,82.602,5.04
4507,76.518,108.57600000000001,5.355
4508,76.83,101.244,7.245
4509,77.532,16.38,6.93
4510,77.688,99.52799999999999,5.04
4511,78.468,106.54799999999999,6.615
4512,78.312,71.214,10.08
4513,78.78,19.734,5.985
4514,79.092,4.29,6.615
4515,79.404,78.39,5.04
4516,79.56,16.535999999999998,5.04
4517,79.71600000000001,94.22399999999999,5.355
4518,80.262,33.54,6.93
4519,80.418,48.75,6.3
4520,80.574,31.511999999999997,5.04
4521,80.652,63.336000000000006,8.505
4522,80.652,84.47399999999999,6.615
4523,81.51,10.14,5.355
4524,81.432,48.75,6.3
4525,82.68,43.523999999999994,5.985
4526,82.602,59.592,5.04
4527,82.992,27.69,6.3
4528,83.148,61.23,5.355
4529,83.46,69.03,5.355
4530,84.47399999999999,62.63399999999999,5.985
4531,84.708,10.686,5.67
4532,84.86399999999999,16.067999999999998,5.04
4533,85.098,84.786,8.82
4534,85.33200000000001,64.35,5.67
4535,85.8,72.22800000000001,5.04
4536,86.26799999999999,37.284,7.56
4537,86.58,57.95399999999999,5.04
4538,86.58,116.14200000000001,6.93
4539,87.516,27.066,6.615
4540,87.43799999999999,84.786,5.04
4541,87.516,40.638000000000005,6.3
4542,87.906,14.118,5.355
4543,87.75,75.11399999999999,6.3
4544,88.374,58.343999999999994,9.135
4545,88.84200000000001,94.302,10.08
4546,88.84200000000001,91.338,5.04
4547,88.92,19.578,5.04
4548,88.99799999999999,61.23,5.67
4549,89.23200000000001,21.372,6.3
4550,89.38799999999999,34.866,6.3
4551,89.7,112.476,6.615
4552,90.012,89.77799999999999,6.3
4553,89.934,113.1,5.04
4554,90.16799999999999,67.236,6.3
4555,90.24600000000001,7.41,6.3
4556,90.63600000000001,19.422,5.985
4557,90.714,2.574,5.985
4558,90.792,11.7,6.93
4559,90.714,56.472,5.355
4560,90.948,31.668000000000003,5.355
4561,91.104,20.592,5.04
4562,91.104,40.794000000000004,5.355
4563,92.118,100.152,5.04
4564,92.43,62.868,6.615
4565,93.288,68.406,8.505
4566,92.976,24.024,6.615
4567,93.366,87.906,6.615
4568,93.21,116.53200000000001,6.3
4569,93.366,75.50399999999999,5.355
4570,93.834,79.092,6.93
4571,94.38,42.198,5.985
4572,94.38,111.384,7.245
4573,94.61399999999999,83.85,5.355
4574,95.238,80.652,6.615
4575,95.238,90.55799999999999,7.245
4576,95.78399999999999,79.092,5.04
4577,96.25200000000001,2.886,5.67
4578,96.33,104.052,7.875
4579,96.486,102.882,6.93
4580,97.03200000000001,63.18,6.615
4581,97.03200000000001,77.298,5.985
4582,97.656,97.5,5.04
4583,98.514,109.59,5.985
4584,98.904,23.555999999999997,6.93
4585,98.98200000000001,37.674,6.615
4586,98.98200000000001,107.71799999999999,9.45
4587,99.13799999999999,118.09200000000001,5.04
4588,99.21600000000001,88.296,6.3
4589,99.60600000000001,57.72,6.93
4590,99.684,34.242,6.615
4591,100.152,101.946,6.93
4592,100.38600000000001,113.178,6.615
4593,100.698,80.028,9.765
4594,100.854,65.598,9.135
4595,101.166,92.742,5.355
4596,101.4,49.68600000000001,5.04
4597,101.556,20.904,6.3
4598,101.868,102.648,6.615
4599,102.024,100.152,6.3
4600,102.258,61.776,9.135
4601,102.102,53.742,6.93
4602,104.36399999999999,52.806000000000004,6.3
4603,105.3,114.348,5.04
4604,105.92399999999999,116.766,5.04
4605,106.08,29.64,7.245
4606,106.93799999999999,57.798,5.04
4607,107.25,59.04600000000001,6.3
4608,107.796,90.87,7.245
4609,109.12200000000001,67.782,5.985
4610,109.35600000000001,79.71600000000001,6.615
4611,109.512,52.338,6.3
4612,110.13600000000001,87.126,6.615
4613,111.306,105.92399999999999,7.245
4614,111.306,112.398,5.04
4615,113.88,56.55,6.93
4616,113.88,90.714,6.3
4617,114.348,70.668,7.56
4618,114.66,104.676,8.19
4619,114.738,87.82799999999999,5.67
4620,114.738,93.288,5.355
4621,114.816,73.944,5.04
4622,115.05,92.742,5.04
4623,115.986,72.072,6.93
4624,116.53200000000001,59.513999999999996,6.3
4625,117.46799999999999,91.572,6.615
4626,118.95,89.7,6.615
4627,119.574,117.46799999999999,6.3
4628,120.198,104.52,6.93
4629,120.27600000000001,90.012,5.355
4630,120.822,110.916,5.04
4631,121.134,73.71,6.3
4632,122.46,88.764,6.615
4633,123.318,106.78200000000001,5.355
4634,123.63,104.91,7.56
4635,124.87799999999999,112.554,7.56
4636,124.72200000000001,117.85799999999999,6.93
4637,125.42399999999999,76.67399999999999,6.3
4638,125.814,77.844,5.355
4639,129.48,114.89399999999999,6.3
4640,141.18,67.392,5.67
4641,1.014,76.05,7.245
4642,1.794,57.33,5.355
4643,2.6519999999999997,81.744,7.875
4644,2.964,114.66,5.355
4645,3.2760000000000002,4.836,7.245
4646,4.368,6.006,5.355
4647,4.992,6.7860000000000005,7.875
4648,5.928,83.928,6.93
4649,7.02,59.513999999999996,5.67
4650,7.956,95.316,6.615
4651,8.112,12.09,8.82
4652,8.033999999999999,96.64200000000001,5.355
4653,8.267999999999999,9.906,6.615
4654,8.346,109.66799999999999,5.67
4655,8.97,39.936,6.3
4656,9.672,4.992,6.615
4657,9.828,96.72,8.82
4658,10.218,94.536,5.355
4659,10.53,11.544,5.355
4660,10.686,107.64,7.56
4661,10.452,22.854,8.505
4662,11.075999999999999,109.66799999999999,5.67
4663,11.154000000000002,101.478,7.56
4664,11.777999999999999,103.428,6.615
4665,11.777999999999999,116.766,7.245
4666,12.012,5.772,5.355
4667,12.48,87.906,8.505
4668,12.636,28.938000000000002,8.19
4669,13.415999999999999,83.07,5.67
4670,13.806,105.53399999999999,5.355
4671,14.352,18.798,6.93
4672,14.43,107.71799999999999,5.355
4673,14.585999999999999,76.83,7.245
4674,15.132,117.234,5.67
4675,15.21,96.79799999999999,5.985
4676,15.912,85.41,6.93
4677,16.302,26.364,6.3
4678,16.614,62.556000000000004,5.355
4679,17.316,16.535999999999998,5.355
4680,17.706,15.444,8.505
4681,17.238,69.81,7.875
4682,17.316,85.566,7.56
4683,18.33,66.222,5.355
4684,18.642,112.71,7.875
4685,19.422,67.782,5.355
4686,19.812,86.346,6.93
4687,19.89,33.228,5.67
4688,19.968,93.132,5.355
4689,19.89,93.912,7.245
4690,20.046,60.762,5.355
4691,20.202,62.868,7.875
4692,20.046,56.94,8.19
4693,20.67,80.418,8.82
4694,20.904,91.416,7.245
4695,20.982,97.89,6.615
4696,21.294,68.484,6.615
4697,21.138,112.242,5.67
4698,21.45,39.078,6.615
4699,21.605999999999998,62.4,7.56
4700,21.918000000000003,19.89,5.67
4701,22.308000000000003,102.726,5.355
4702,22.541999999999998,94.38,6.93
4703,22.541999999999998,118.32600000000001,5.355
4704,22.62,30.732,8.19
4705,22.854,34.086,6.615
4706,23.322,103.662,5.355
4707,23.945999999999998,60.762,7.56
4708,24.18,41.964,5.985
4709,24.258000000000003,74.568,5.355
4710,25.35,50.7,7.56
4711,26.13,19.812,7.56
4712,26.208000000000002,99.52799999999999,5.355
4713,26.441999999999997,107.17200000000001,5.67
4714,26.754,88.99799999999999,11.655
4715,26.91,109.512,5.355
4716,27.378,48.906000000000006,5.985
4717,27.378,37.284,5.67
4718,28.08,2.8080000000000003,6.93
4719,28.314,68.406,8.505
4720,28.47,29.484,6.3
4721,28.704,109.98,5.355
4722,29.016,70.74600000000001,5.355
4723,29.171999999999997,8.658,7.56
4724,30.264,9.906,7.245
4725,30.42,105.456,7.245
4726,33.306,22.151999999999997,8.82
4727,33.384,64.74,6.93
4728,33.54,103.818,5.355
4729,33.618,48.048,6.615
4730,34.554,112.788,6.93
4731,34.944,50.544,5.355
4732,34.944,73.242,5.355
4733,36.114000000000004,62.4,9.135
4734,35.88,10.452,8.82
4735,36.738,43.056000000000004,5.355
4736,36.894,114.27,5.355
4737,37.128,65.52,7.875
4738,37.674,66.92399999999999,8.82
4739,37.908,91.182,7.245
4740,37.908,94.61399999999999,5.67
4741,38.922,32.37,5.355
4742,38.922,78.858,5.355
4743,39.39,62.946000000000005,5.355
4744,39.468,39.546,9.45
4745,39.546,55.224,7.56
4746,40.56,8.424,7.245
4747,40.716,77.22,5.355
4748,41.262,2.184,7.245
4749,41.262,54.833999999999996,5.67
4750,41.418,7.956,5.67
4751,41.496,99.21600000000001,8.19
4752,42.431999999999995,49.14,5.985
4753,43.523999999999994,57.33,6.93
4754,43.758,5.772,5.985
4755,43.913999999999994,75.972,5.355
4756,44.693999999999996,29.64,8.19
4757,45.162,61.62,5.355
4758,45.396,62.244,7.245
4759,45.552,69.654,7.245
4760,45.552,77.376,5.355
4761,46.176,42.354,6.93
4762,46.176,37.596,5.355
4763,47.346000000000004,23.478,6.93
4764,47.346000000000004,86.19,5.67
4765,47.424,74.49,5.355
4766,48.36,88.84200000000001,7.56
4767,48.516000000000005,44.382,7.245
4768,48.593999999999994,79.32600000000001,6.615
4769,48.828,9.048,6.615
4770,48.75,59.28,7.56
4771,48.983999999999995,53.586000000000006,7.245
4772,49.68600000000001,38.376,7.56
4773,49.763999999999996,6.006,7.56
4774,49.608000000000004,112.554,8.19
4775,49.763999999999996,91.494,8.505
4776,50.076,65.988,6.615
4777,51.792,88.14,5.355
4778,52.338,94.146,7.245
4779,52.571999999999996,82.056,7.56
4780,52.806000000000004,103.896,6.615
4781,52.806000000000004,2.418,5.355
4782,52.88399999999999,25.428,5.355
4783,52.806000000000004,27.066,6.93
4784,53.04,102.882,5.355
4785,53.196000000000005,19.11,6.93
4786,53.273999999999994,24.336,6.93
4787,53.43,109.35600000000001,7.875
4788,53.742,59.826,7.56
4789,54.678000000000004,47.034,7.245
4790,54.833999999999996,118.014,7.245
4791,55.146,91.338,6.93
4792,55.224,90.55799999999999,5.355
4793,55.224,97.266,5.355
4794,55.458,69.654,6.93
4795,55.848,5.928,7.245
4796,56.238,4.368,6.3
4797,56.472,104.598,5.355
4798,56.472,113.178,5.355
4799,56.706,105.92399999999999,6.615
4800,56.784,65.208,8.19
4801,57.33,9.75,5.67
4802,57.56399999999999,102.57,6.93
4803,57.641999999999996,1.4040000000000001,5.355
4804,58.11,1.6380000000000001,6.3
4805,58.188,27.3,5.355
4806,58.343999999999994,69.342,7.245
4807,58.812,115.596,6.3
4808,59.748000000000005,14.43,5.67
4809,60.06,6.084,8.82
4810,60.84,1.17,6.93
4811,60.996,8.112,5.355
4812,61.464,106.86,5.355
4813,61.542,17.394000000000002,5.67
4814,61.542,37.284,5.355
4815,61.542,87.75,5.355
4816,61.698,53.43,7.56
4817,61.854,116.454,7.56
4818,62.088,33.384,5.355
4819,62.321999999999996,75.426,6.93
4820,62.478,64.35,7.245
4821,63.023999999999994,55.068000000000005,7.245
4822,62.868,108.186,6.93
4823,63.96,54.756,5.355
4824,64.038,114.738,6.3
4825,64.194,14.43,5.67
4826,64.27199999999999,15.6,7.245
4827,64.27199999999999,102.57,7.245
4828,64.506,35.88,5.355
4829,64.66199999999999,12.402000000000001,5.355
4830,64.74,36.114000000000004,5.355
4831,64.97399999999999,113.958,7.245
4832,65.442,14.04,7.245
4833,65.52,7.877999999999999,6.615
4834,65.52,102.57,7.245
4835,65.832,20.904,5.355
4836,65.988,31.278000000000002,5.67
4837,66.3,43.913999999999994,5.355
4838,66.69,31.355999999999998,8.19
4839,66.768,61.23,7.245
4840,67.002,60.06,5.67
4841,67.548,26.91,5.355
4842,68.64,83.226,5.355
4843,68.796,20.826,6.93
4844,68.874,57.56399999999999,6.93
4845,68.874,43.446000000000005,6.93
4846,68.874,50.31,7.56
4847,68.952,7.956,6.93
4848,69.03,46.098,5.355
4849,69.498,96.17399999999999,5.355
4850,70.122,32.448,6.93
4851,70.59,19.734,7.245
4852,70.74600000000001,71.44800000000001,7.56
4853,70.824,15.677999999999999,5.355
4854,70.824,112.866,7.56
4855,70.98,39.39,5.355
4856,71.994,13.806,5.67
4857,72.15,17.628,6.93
4858,72.072,25.74,6.93
4859,72.15,40.404,5.355
4860,72.618,31.122,5.67
4861,72.618,82.914,6.93
4862,73.086,32.994,8.505
4863,73.398,38.454,6.615
4864,74.1,13.338,6.93
4865,74.02199999999999,39.78,5.355
4866,74.1,87.04799999999999,7.245
4867,74.49,58.032,5.355
4868,74.958,46.488,5.67
4869,75.27,82.68,7.245
4870,75.348,110.37,6.93
4871,75.816,3.3539999999999996,5.67
4872,76.05,59.67,7.245
4873,76.28399999999999,22.151999999999997,6.93
4874,76.206,43.836000000000006,7.56
4875,76.518,37.674,5.355
4876,76.67399999999999,53.976000000000006,5.355
4877,77.376,30.342,8.505
4878,77.766,99.84,6.93
4879,77.844,20.124000000000002,6.93
4880,78.078,113.72399999999999,6.615
4881,78.234,2.106,5.355
4882,78.0,11.154000000000002,7.245
4883,78.546,1.95,5.355
4884,78.93599999999998,93.678,5.67
4885,79.014,105.53399999999999,7.245
4886,78.93599999999998,90.16799999999999,5.355
4887,79.014,14.118,5.355
4888,79.248,78.93599999999998,7.245
4889,79.56,55.302,8.19
4890,79.482,66.14399999999999,5.355
4891,79.71600000000001,5.46,6.615
4892,80.73,31.668000000000003,5.355
4893,80.88600000000001,72.384,6.3
4894,81.12,42.9,7.245
4895,81.51,118.09200000000001,7.56
4896,81.666,21.294,6.3
4897,81.744,95.62799999999999,5.67
4898,81.9,38.376,7.56
4899,82.368,59.592,5.985
4900,82.914,61.386,5.985
4901,82.992,29.171999999999997,5.67
4902,83.07,113.958,7.245
4903,83.46,81.432,7.56
4904,83.46,68.25,5.67
4905,83.538,16.926,6.93
4906,83.616,108.81,5.355
4907,84.47399999999999,65.676,7.56
4908,84.552,81.51,5.67
4909,84.63,52.494,5.355
4910,84.86399999999999,32.76,9.135
4911,84.86399999999999,15.99,5.985
4912,85.25399999999999,118.794,8.505
4913,85.64399999999999,54.053999999999995,7.875
4914,85.64399999999999,52.571999999999996,5.355
4915,85.72200000000001,71.994,6.93
4916,85.72200000000001,80.184,5.355
4917,86.19,61.854,7.875
4918,86.26799999999999,107.56200000000001,7.56
4919,86.58,57.798,5.355
4920,87.43799999999999,109.59,6.3
4921,87.594,84.86399999999999,6.3
4922,87.67200000000001,15.522,5.355
4923,88.374,111.774,5.355
4924,88.53,116.29799999999999,7.875
4925,88.92,23.712,5.67
4926,89.154,91.338,6.3
4927,89.38799999999999,107.796,7.56
4928,89.85600000000001,9.828,5.985
4929,90.09,27.378,6.615
4930,90.55799999999999,56.55,6.615
4931,90.402,46.488,7.56
4932,91.104,15.6,7.875
4933,92.04,72.852,7.245
4934,91.806,74.568,6.3
4935,92.508,83.304,7.245
4936,92.898,38.532,6.615
4937,93.054,100.932,5.355
4938,93.366,57.486000000000004,6.93
4939,93.288,88.99799999999999,7.56
4940,94.146,27.456,5.985
4941,94.77,94.22399999999999,6.3
4942,95.00399999999999,54.132,6.3
4943,95.16,89.38799999999999,5.355
4944,95.316,109.35600000000001,6.93
4945,95.78399999999999,41.028,5.355
4946,95.78399999999999,78.93599999999998,5.355
4947,96.096,41.028,6.93
4948,96.17399999999999,118.794,5.355
4949,96.33,30.732,6.3
4950,96.876,76.752,5.355
4951,97.03200000000001,79.71600000000001,7.245
4952,97.57799999999999,41.574,6.93
4953,98.436,89.154,5.67
4954,98.98200000000001,45.006,6.93
4955,98.98200000000001,49.062,7.245
4956,99.13799999999999,71.76,5.355
4957,99.37200000000001,117.78,8.19
4958,99.37200000000001,56.628,7.245
4959,99.294,66.768,5.67
4960,101.244,69.342,5.355
4961,101.556,106.86,8.19
4962,101.868,62.868,5.985
4963,101.946,98.35799999999999,6.615
4964,102.102,86.42399999999999,6.93
4965,102.492,34.866,7.56
4966,102.414,22.23,7.56
4967,102.648,55.146,7.245
4968,102.57,94.926,7.245
4969,104.36399999999999,108.81,6.3
4970,104.91,113.802,5.355
4971,105.3,41.418,5.355
4972,105.61200000000001,37.83,5.67
4973,105.92399999999999,104.52,5.355
4974,106.08,90.714,5.355
4975,106.93799999999999,66.53399999999999,7.875
4976,107.094,84.552,9.765
4977,107.25,87.984,7.245
4978,107.56200000000001,113.802,6.93
4979,107.56200000000001,118.87200000000001,5.355
4980,109.12200000000001,59.826,5.355
4981,109.35600000000001,80.73,7.56
4982,109.35600000000001,106.314,6.93
4983,110.292,92.82,5.355
4984,110.994,53.43,7.245
4985,111.228,113.646,6.93
4986,111.306,50.934,6.93
4987,111.306,31.355999999999998,6.93
4988,112.944,70.668,6.3
4989,112.866,92.898,6.3
4990,113.256,117.85799999999999,6.615
4991,113.412,87.594,5.355
4992,113.72399999999999,99.06,8.82
4993,114.50399999999999,45.63,6.615
4994,114.66,54.21,6.3
4995,114.738,43.446000000000005,7.56
4996,114.816,93.054,5.985
4997,115.51799999999999,96.79799999999999,6.93
4998,115.83,90.324,5.355
4999,115.986,113.256,7.875
5000,116.61,101.634,6.3
5001,116.92200000000001,71.52600000000001,5.985
5002,116.844,78.0,6.3
5003,117.46799999999999,85.87799999999999,6.93
5004,117.70200000000001,102.414,6.93
5005,118.87200000000001,99.45,5.985
5006,119.184,100.464,5.67
5007,119.262,102.648,7.245
5008,119.652,109.27799999999999,6.615
5009,120.744,91.728,6.93
5010,121.212,86.26799999999999,6.93
5011,121.368,94.77,6.93
5012,122.226,110.214,6.615
5013,122.538,104.052,6.93
5014,123.006,90.63600000000001,5.985
5015,123.162,110.682,6.615
5016,123.318,103.35,6.3
5017,123.86399999999999,109.35600000000001,5.355
5018,123.94200000000001,114.11399999999999,6.3
5019,124.176,86.11200000000001,6.93
5020,124.72200000000001,82.134,6.93
5021,124.72200000000001,101.556,6.93
