,x,y,reads_per_cell,genes_per_cell,cluster_id,cluster_name
483,1996.73209534054,14560.7748966767,322,206,1,eL2/3
484,2015.73561330858,6407.13911894902,612,262,5,eL6-2
485,1999.72982938566,16438.6064620961,551,221,6,Smc
486,2002.32879716221,3668.97007416962,190,98,-1,
487,2019.57350110147,4516.78589715601,1486,480,8,Oligo
488,2048.04520787746,6109.23264770241,1265,471,5,eL6-2
489,2014.6760638487,7034.32784670625,623,261,4,eL6-1
490,2006.15909849131,10820.8730029284,839,362,2,eL4
491,2017.61902043863,12418.8617593467,1803,567,1,eL2/3
492,2013.19722871098,3965.77367806328,381,177,8,Oligo
493,1988.44619516562,11247.5284691137,561,264,11,Astro-2
494,2029.57730241237,333.632047181128,1063,409,0,HPC
495,2023.77302825191,3515.81474396704,474,209,8,Oligo
496,1996.73721861419,11051.4834464573,849,343,2,eL4
497,2039.80835286433,10097.0021900334,897,385,2,eL4
498,2029.70242451967,12664.1913311985,830,311,11,Astro-2
499,2009.20865654398,93.3812510315233,1044,411,0,HPC
500,2040.83659025429,2192.84122510334,158,89,-1,
501,2033.97332918223,2558.69095060191,331,154,8,Oligo
502,2040.95078129254,1802.15198453749,901,341,0,HPC
503,2083.13499528201,6658.5275926095,639,265,5,eL6-2
504,2064.04629661934,13094.6532114573,1000,346,15,Reln
505,2064.05485281948,16049.4885920322,288,137,15,Reln
506,2057.278068665,7304.66879853815,977,394,2,eL4
507,2094.11300735418,9801.55319148936,355,164,10,Endo
508,2079.5793584218,5255.05961644153,853,371,5,eL6-2
509,2080.00089668866,14962.7970601422,739,322,12,VIP
510,2046.28486877969,2707.21960906471,576,235,8,Oligo
511,2056.9433360243,5397.77557375159,772,319,13,PVALB
512,2071.02528253833,12090.2079110734,1336,481,7,Astro-1
513,2085.06397496796,11471.3450199804,626,277,2,eL4
514,2139.14510176105,16569.2678477275,511,240,6,Smc
515,2085.05993366121,5106.689961493,573,251,11,Astro-2
516,2088.17423317875,10450.1856643072,790,343,2,eL4
517,2099.16622392121,7528.23295969937,1376,488,13,PVALB
518,2098.88905042196,1306.08130629033,899,405,0,HPC
519,2107.79336382778,8303.70701130231,898,345,8,Oligo
520,2128.16901753956,8595.99625904575,706,265,11,Astro-2
521,2170.57761926676,16512.0138824973,522,218,6,Smc
522,2127.64789892887,160.752210931063,791,335,0,HPC
523,2115.53659445361,4953.36658327567,495,239,5,eL6-2
524,2106.61983212961,5654.99914112825,661,296,4,eL6-1
525,2169.83305379324,9329.77583315103,733,318,2,eL4
526,2119.3827840311,14538.725929225,700,338,1,eL2/3
527,2098.89880683359,7932.74758203019,1812,561,7,Astro-1
528,2123.98151413995,631.285790766518,1110,444,0,HPC
529,2144.16900336485,10753.4050232335,640,262,2,eL4
530,2149.51254334081,11258.3352709226,728,296,2,eL4
531,2170.32536775066,38.453756410979,737,338,0,HPC
532,2132.5160722853,3342.7689642305,282,117,8,Oligo
533,2141.13624929411,4034.03003234252,401,177,11,Astro-2
534,2141.48343115537,5930.73482997237,1214,477,12,VIP
535,2162.65137726373,13562.2128138792,689,319,1,eL2/3
536,2153.23149511809,7697.97752686413,1122,471,3,eL5
537,2162.72517772049,7246.45750332005,788,320,2,eL4
538,2167.30968669443,9664.66755899266,343,182,2,eL4
539,2177.64766393027,13325.2469342252,398,189,1,eL2/3
540,2169.60693974056,16448.713528021,342,165,10,Endo
541,2177.05447662936,1161.43165734036,649,300,11,Astro-2
542,2204.91418704434,8469.14706805735,969,378,3,eL5
543,2184.84383137448,336.802484340911,958,384,0,HPC
544,2170.34671703768,8109.76677386119,1044,405,3,eL5
545,2191.41268621207,13072.3261227627,779,320,1,eL2/3
546,2188.74862310464,11692.1161691711,812,317,2,eL4
547,2195.48727407916,16183.6981239991,515,226,7,Astro-1
548,2200.70248456446,807.101986163803,618,319,0,HPC
549,2216.34402717494,10525.66620117,861,373,2,eL4
550,2213.46312204352,11054.9885714286,759,342,2,eL4
551,2196.67862714509,13815.0157789169,288,146,10,Endo
552,2222.8816869516,4872.85969026728,846,370,5,eL6-2
553,2223.58236643281,3603.32474365893,642,269,8,Oligo
554,2239.9594803588,5765.49334982988,745,320,5,eL6-2
555,2229.10572457694,10279.2073488435,1064,428,11,Astro-2
556,2224.95387425788,3457.65433602273,290,135,8,Oligo
557,2265.18996672273,5625.97158907933,745,309,11,Astro-2
558,2238.2103134097,9971.02173830857,631,301,2,eL4
559,2250.31601568035,190.134510933736,844,376,0,HPC
560,2266.69869148193,6490.96557200025,842,371,4,eL6-1
561,2260.88296225105,12821.5576912809,1119,405,1,eL2/3
562,2246.34758875436,9809.60685409399,718,350,2,eL4
563,2231.72246471144,15235.4934783164,726,272,11,Astro-2
564,2264.40260606774,638.439302955375,818,342,0,HPC
565,2262.93218776746,4059.32352360261,220,113,8,Oligo
566,2263.43378383863,5036.86854174277,634,294,5,eL6-2
567,2236.56226644651,12378.9959589815,1130,402,8,Oligo
568,2343.6811241512,12118.4255210582,373,192,1,eL2/3
569,2281.6207452815,14543.6444910469,785,388,1,eL2/3
570,2277.04001687459,4578.38371602483,196,93,-1,
571,2295.34368070953,7864.25992239468,1206,458,3,eL5
572,2278.45165192725,11441.5785082596,713,342,2,eL4
573,2344.69386155855,12021.0131040488,427,204,8,Oligo
574,2311.21974017065,912.601723620461,474,227,0,HPC
575,2310.23747334755,10996.8463486141,804,371,2,eL4
576,2309.03787977856,11898.1387036311,769,350,2,eL4
577,2306.23852813853,13345.1456277056,648,266,1,eL2/3
578,2319.67935135962,8085.6025547864,695,318,3,eL5
579,2334.35126140974,11713.2699353448,1092,418,11,Astro-2
580,2337.96335190742,6851.58594084869,1530,527,7,Astro-1
581,2326.60797795098,9484.26026138755,760,334,3,eL5
582,2355.15220683389,9010.25746854264,931,340,11,Astro-2
583,2332.10780926054,10773.3922252937,825,317,2,eL4
584,2308.33128905795,6160.38826999961,1414,495,5,eL6-2
585,2312.0867406416,14132.5936703942,480,245,1,eL2/3
586,2335.93577792656,100.607920894062,859,363,0,HPC
587,2339.90208814856,363.755957599426,710,309,0,HPC
588,2340.93202694427,3469.57484034643,166,90,-1,
589,2377.55247962517,9256.34879730755,751,308,11,Astro-2
590,2382.4375989336,508.0863950679,674,296,11,Astro-2
591,2358.36943922945,4911.4452697739,193,99,-1,
592,2403.56126735908,9901.89021472751,1183,414,13,PVALB
593,2385.33191489362,11469.5577691812,415,207,2,eL4
594,2385.30219146482,3554.78239138793,281,134,8,Oligo
595,2372.74491715725,14310.4290526188,1043,457,13,PVALB
596,2412.28849407783,2778.01519164276,521,242,8,Oligo
597,2420.82483766743,13925.1745035917,845,386,1,eL2/3
598,2397.65853806124,2046.52580781798,647,285,8,Oligo
599,2402.77876783051,10444.2554208574,616,276,2,eL4
600,2418.9534083196,242.258557160865,779,363,0,HPC
601,2421.93999849996,1257.13297832446,192,107,-1,
602,2408.74552221447,8214.0404163759,299,169,10,Endo
603,2422.5695889054,15262.7917639567,177,96,-1,
604,2412.78143219861,5548.69108519842,1247,464,5,eL6-2
605,2443.6231770249,6426.22941440431,276,149,2,eL4
606,2414.71719139651,10221.4357855362,357,181,2,eL4
607,2408.8986503856,10968.0446015424,379,189,2,eL4
608,2428.02004135518,14179.2248290123,259,141,13,PVALB
609,2441.06552572969,56.3872934005392,750,338,0,HPC
610,2380.35951366082,16644.2049472434,1259,374,6,Smc
611,2420.85022941319,3703.99840618208,382,156,8,Oligo
612,2440.56070245773,4317.34142408925,658,307,15,Reln
613,2438.06887747616,5291.32501834189,1071,425,5,eL6-2
614,2432.75381775466,7618.76528500308,860,367,5,eL6-2
615,2449.34288753289,11164.4697419247,353,192,2,eL4
616,2467.92865545486,13179.7223335657,1178,427,1,eL2/3
617,2468.52616487455,3451.32682198327,265,139,8,Oligo
618,2455.59949501617,8670.47516337712,1943,604,7,Astro-1
619,2448.08482494357,13629.5672930555,1014,488,4,eL6-1
620,2462.07173049827,14579.2043465266,563,286,15,Reln
621,2474.43494527781,667.313262701493,735,295,0,HPC
622,2468.51340661599,1656.31025272242,207,125,10,Endo
623,2454.96309044158,2285.54643558543,1320,471,0,HPC
624,2495.09143640246,848.248366637983,851,379,0,HPC
625,2493.0670406978,6684.72445155493,1681,531,13,PVALB
626,2505.99668928087,3606.55408412483,308,143,8,Oligo
627,2503.56859706362,3858.41162316476,487,204,8,Oligo
628,2487.25625311219,11748.0227142146,736,329,2,eL4
629,2473.71966667912,14988.368857666,688,291,1,eL2/3
630,2499.45011313924,1085.46634484839,1164,433,0,HPC
631,2505.19256357645,3170.83379966424,233,117,8,Oligo
632,2483.36114224713,3971.56044835869,418,186,8,Oligo
633,2513.46976016684,12843.0965159787,884,345,2,eL4
634,2512.69627208235,9972.00039412065,1419,456,13,PVALB
635,2524.89058429475,139.273818384816,1080,393,0,HPC
636,2531.12128755862,4822.05748856597,1040,428,8,Oligo
637,2551.64339622642,9372.87599824484,754,332,3,eL5
638,2532.64922145329,470.267888037568,1140,423,0,HPC
639,2545.27605831449,10485.6985655258,880,365,2,eL4
640,2535.61417155035,7048.48918486947,865,365,5,eL6-2
641,2554.18601626016,11370.5823925668,392,180,10,Endo
642,2563.75551818373,16780.8144628968,653,254,6,Smc
643,2578.15718408014,5948.73060380029,574,266,10,Endo
644,2554.87332037032,8007.49426821836,1361,496,7,Astro-1
645,2552.9854488471,11035.0846765167,397,174,2,eL4
646,2557.13590223053,11161.5277814879,239,131,2,eL4
647,2578.17707123369,12612.2238310057,998,365,11,Astro-2
648,2548.64040864573,16646.4058595069,255,113,10,Endo
649,2572.66578010188,11511.2253527476,486,229,1,eL2/3
650,2591.08662908889,3784.21414710774,365,162,8,Oligo
651,2585.6468250613,4340.60167413545,515,243,15,Reln
652,2572.52628984555,5163.83420966152,731,370,5,eL6-2
653,2603.25493021162,15646.6112561909,292,155,10,Endo
654,2583.52795600367,3319.50563433439,299,140,8,Oligo
655,2609.6085015528,4024.65814246894,392,183,8,Oligo
656,2586.29000410228,12311.4900314508,941,360,1,eL2/3
657,2588.75566722501,10931.855053043,436,228,2,eL4
658,2603.35847032468,6492.25071782413,805,329,8,Oligo
659,2605.15987351889,14545.9777963098,734,376,1,eL2/3
660,2623.9914742866,14921.5845369253,729,355,1,eL2/3
661,2625.79197567829,277.885991984891,798,370,0,HPC
662,2610.17184466019,9513.30137064535,1044,429,3,eL5
663,2633.86796355794,10818.8984639761,538,233,12,VIP
664,2645.53982501131,16669.4396590738,340,157,6,Smc
665,2635.80147177745,95.1120410803817,776,343,0,HPC
666,2622.76981429486,1192.72695926309,460,204,0,HPC
667,2608.01568142303,4692.00458071419,818,353,8,Oligo
668,2665.2451159156,411.619394931716,1077,449,0,HPC
669,2638.87586791539,6109.91938478928,595,278,5,eL6-2
670,2632.47898901437,1349.05212414535,424,213,0,HPC
671,2645.65673348794,7187.04952822696,821,318,4,eL6-1
672,2644.15032251011,11261.0190226304,393,192,2,eL4
673,2643.62428992215,14717.7484220492,411,212,1,eL2/3
674,2616.20103659494,5704.1570598398,665,295,8,Oligo
675,2645.42069842512,8468.12246894258,1545,543,7,Astro-1
676,2680.48658079364,8053.58038531497,839,351,3,eL5
677,2670.74125222025,10592.6561722913,645,301,2,eL4
678,2690.61946848899,6349.632103265,1152,453,5,eL6-2
679,2654.43034220983,6875.36210782279,965,413,4,eL6-1
680,2701.18473701681,7638.33938863575,610,295,13,PVALB
681,2659.24736056706,8840.37808244731,1543,478,7,Astro-1
682,2684.62244652728,14208.8462251519,617,295,1,eL2/3
683,2701.20001081432,3014.13523304856,313,144,8,Oligo
684,2697.52670876355,4461.35527775407,408,188,11,Astro-2
685,2691.49855168668,9275.28872729467,1175,468,13,PVALB
686,2724.27033588173,5019.43809558317,531,222,8,Oligo
687,2661.00309744461,9114.80191342143,1361,486,13,PVALB
688,2720.81988600797,13157.5598787599,933,396,1,eL2/3
689,2740.93151642208,15019.356743536,523,241,1,eL2/3
690,2763.29835902536,15508.0023371457,230,161,11,Astro-2
691,2749.34550151634,148.539743157737,1094,457,0,HPC
692,2748.53847293743,8983.77590486422,993,421,3,eL5
693,2747.75681775437,16946.173970284,219,132,6,Smc
694,2757.8280463112,11753.5186646592,367,170,3,eL5
695,2780.027425,12662.168525,1255,477,2,eL4
696,2755.40602798708,16763.0950269107,351,156,6,Smc
697,2764.40737936457,12929.1257462361,1004,394,14,SST
698,2768.88147583805,14676.3561892323,482,304,1,eL2/3
699,2747.51199008641,611.343526023176,860,355,0,HPC
700,2769.1925073278,791.614588422081,652,343,0,HPC
701,2780.53768397801,1453.9708516411,967,405,0,HPC
702,2794.5290145222,6609.59860754198,883,403,5,eL6-2
703,2772.59593679458,6771.02748306998,264,169,7,Astro-1
704,2789.85788606932,9889.22295830526,352,177,3,eL5
705,2759.25233380481,16865.0384724187,505,237,6,Smc
706,2772.10845077061,12316.674176368,277,145,2,eL4
707,2760.62837436624,3187.83241218654,279,142,8,Oligo
708,2729.61108514814,3537.512524535,402,196,8,Oligo
709,2787.38235294118,4023.90853973168,404,168,8,Oligo
710,2791.99736531928,6891.08056576302,172,116,-1,
711,2793.17219917012,10658.4748567477,487,253,2,eL4
712,2769.30644057486,12064.6250475249,460,270,1,eL2/3
713,2818.18279668813,16547.6915823367,419,209,11,Astro-2
714,2793.61014333861,2585.97996101839,726,383,3,eL5
715,2795.76611063906,8578.32650597022,399,248,5,eL6-2
716,2808.66378968254,11134.0398809524,601,317,2,eL4
717,2816.0955536261,6002.94296942832,371,247,1,eL2/3
718,2832.81772628878,6267.05730377616,1417,502,11,Astro-2
719,2820.04384485666,13350.6897457517,726,335,1,eL2/3
720,2833.00893693412,16268.6662894162,214,136,9,Micro
721,2816.12376129805,4506.27540019601,242,127,8,Oligo
722,2835.94471205309,11665.7953329052,277,140,10,Endo
723,2858.17182579307,217.542258750032,1354,504,15,Reln
724,2838.92459968327,5869.13329227521,432,232,5,eL6-2
725,2814.01048430456,10378.1593531577,811,400,1,eL2/3
726,2852.96704376101,13119.867497629,734,307,11,Astro-2
727,2844.88377377284,1184.41768605846,801,368,0,HPC
728,2821.87716466099,5609.14093532922,586,293,5,eL6-2
729,2831.21174377224,5720.90182384342,670,331,5,eL6-2
730,2833.47933915542,9342.57513893615,706,359,5,eL6-2
731,2840.31778679027,3452.33043646195,120,71,-1,
732,2838.31016414917,4739.2954275656,669,342,5,eL6-2
733,2824.40189894652,8318.06646312823,696,297,11,Astro-2
734,2858.58580082384,3603.17392779259,470,220,8,Oligo
735,2848.52206579896,8714.50836716882,533,271,11,Astro-2
736,2843.82270916335,402.652644324662,883,405,0,HPC
737,2858.13770190145,5497.96713351053,460,223,5,eL6-2
738,2868.73490931551,16965.8090291426,447,191,6,Smc
739,2849.64320103572,5297.63543310272,501,240,5,eL6-2
740,2851.60760277365,11336.4940564636,313,154,10,Endo
741,2875.43811832212,13601.098585279,348,177,1,eL2/3
742,2893.73839363128,536.865295184047,1059,422,0,HPC
743,2901.23315755978,685.082371124648,572,260,11,Astro-2
744,2878.51156242,7289.23833091561,521,286,8,Oligo
745,2915.17947866512,9101.25225524379,380,186,11,Astro-2
746,2899.43012021858,10597.2170928962,894,387,2,eL4
747,2898.6246977987,15331.0192136404,204,119,1,eL2/3
748,2909.28994131407,12337.2513645504,530,280,1,eL2/3
749,2904.76759866095,4972.71573388656,469,246,5,eL6-2
750,2915.69975965983,8496.27613237197,876,365,14,SST
751,2916.43557896392,11254.8788617247,234,135,3,eL5
752,2907.45245194734,4078.64833249232,476,226,9,Micro
753,2924.34080357455,8891.40482423989,745,318,3,eL5
754,2938.9089617952,11507.120011362,619,279,2,eL4
755,2948.57969707898,9419.12145690588,639,314,3,eL5
756,2950.9154782349,14806.7556932726,232,131,1,eL2/3
757,2910.68946764668,2760.4686238688,415,200,10,Endo
758,2957.86861876324,5425.3742535157,707,325,5,eL6-2
759,2949.83370402938,9943.55857859618,307,160,9,Micro
760,2964.6252122962,7224.47053328804,843,384,5,eL6-2
761,2981.42722989225,4231.63530923589,599,257,8,Oligo
762,2988.4672258734,12796.8584688113,972,364,2,eL4
763,3002.93173038292,4851.46972834317,1015,406,5,eL6-2
764,2983.44583773319,5126.375,395,197,5,eL6-2
765,2976.31644902263,3943.22670127342,382,179,8,Oligo
766,2996.91407958024,6772.63835967268,785,362,5,eL6-2
767,3009.11677840188,9023.10210183004,784,366,3,eL5
768,2993.9032120976,10494.7912313631,957,415,10,Endo
769,3032.36779656372,16998.7036691968,940,299,6,Smc
770,2991.59439701174,12460.8954108858,355,180,1,eL2/3
771,2999.44987366708,14412.0840649223,560,238,6,Smc
772,3009.32650516093,355.338843633083,1520,504,0,HPC
773,3002.95664430835,3339.42548848061,504,233,8,Oligo
774,3005.29953375928,13859.659091694,747,357,1,eL2/3
775,3010.55049855818,922.163117117743,645,322,0,HPC
776,2989.16428818543,5631.18037536758,759,348,5,eL6-2
777,3010.60182370821,11874.8436448018,892,371,2,eL4
778,3017.04016235847,14549.6800256355,396,197,8,Oligo
779,3028.01022530837,12151.3857490258,954,374,1,eL2/3
780,3039.1210797491,11336.0222147551,878,372,2,eL4
781,3018.54156635038,3713.55325024784,215,111,8,Oligo
782,3081.71964393888,6043.04240425389,1193,408,7,Astro-1
783,3025.06604297154,11161.2316657417,719,341,2,eL4
784,3068.51228586931,4087.95744515929,544,252,8,Oligo
785,3021.37929801987,13374.8972406891,620,273,1,eL2/3
786,3065.00290624664,3555.90725126476,533,254,5,eL6-2
787,3050.64806485975,4678.92975500059,257,136,11,Astro-2
788,3092.84082519001,7127.27637660928,637,259,4,eL6-1
789,3047.22779504733,10188.6426251266,746,342,2,eL4
790,3043.27127968374,10812.20501479,982,399,2,eL4
791,3053.24575045915,5274.28513930679,790,353,5,eL6-2
792,3008.12069371588,8212.28455197516,1317,468,7,Astro-1
793,3052.59021040695,15254.1666561673,879,389,1,eL2/3
794,3057.86909515051,6365.26983984568,473,231,5,eL6-2
795,3076.63613434886,8438.21523286303,1135,401,13,PVALB
796,3075.10531854255,14251.6198097075,382,192,9,Micro
797,3067.70923076923,15079.0666666667,365,177,1,eL2/3
798,3048.14380705511,676.816916488223,679,302,0,HPC
799,3064.71132587082,11039.1495515539,295,126,2,eL4
800,3075.1274076692,790.308711786535,396,210,0,HPC
801,3089.2382085089,15614.3903765122,151,83,-1,
802,3102.51651358832,14005.2147395571,864,374,1,eL2/3
803,3112.00023087579,3664.33046021241,224,135,15,Reln
804,3078.43666598234,558.645042085814,822,355,0,HPC
805,3085.30604238842,5483.41904422254,553,275,8,Oligo
806,3102.48231208137,3258.54214835029,438,184,8,Oligo
807,3114.69997017596,6620.0336348875,782,356,5,eL6-2
808,3089.98123421148,11550.9425478167,337,181,1,eL2/3
809,3163.690445575,11542.8448034886,504,257,2,eL4
810,3156.26459813084,4544.39353271028,303,147,8,Oligo
811,3142.50416225912,13352.7659936531,604,284,11,Astro-2
812,3145.09127370653,15016.7655417407,327,175,2,eL4
813,3125.92014078524,14754.5539474483,938,433,1,eL2/3
814,3127.03289263588,7922.51424283068,658,308,3,eL5
815,3141.20903682967,421.943968156767,928,382,0,HPC
816,3165.84789333333,4770.6112,425,212,11,Astro-2
817,3127.93669602177,9466.49860737688,1602,500,7,Astro-1
818,3160.39181538793,3782.23071116623,329,158,8,Oligo
819,3178.85959990396,9016.3752006167,2641,679,8,Oligo
820,3140.4709809964,10282.0170632883,326,182,2,eL4
821,3172.95100211502,50.8774801087723,306,180,9,Micro
822,3179.88099173554,654.5608815427,831,348,0,HPC
823,3191.64509261231,5427.69508196721,808,373,5,eL6-2
824,3161.31619106941,10694.7294351228,384,184,2,eL4
825,3217.69035532995,12213.8061653276,765,310,11,Astro-2
826,3161.92739830324,4189.67005655863,375,179,8,Oligo
827,3146.80022122225,8081.76630885643,654,285,11,Astro-2
828,3194.154903331,1516.18478586403,490,225,9,Micro
829,3212.9070491303,4904.30112908148,257,119,8,Oligo
830,3202.73429552667,6384.11981045951,500,267,5,eL6-2
831,3188.43676950616,14390.3088343688,299,145,11,Astro-2
832,3218.97854004156,889.151241611881,630,292,0,HPC
833,3193.40689557921,6948.23119227244,185,116,-1,
834,3214.30118238122,10400.0353415046,652,331,2,eL4
835,3216.03775272162,15270.8491835148,969,422,1,eL2/3
836,3216.3004683176,5234.77520754985,780,359,5,eL6-2
837,3222.30036229407,493.851322715155,789,365,0,HPC
838,3232.03913516723,2845.09573520681,271,170,9,Micro
839,3225.43764797038,5045.26369936723,465,227,8,Oligo
840,3229.01127720087,6724.72094715259,1006,434,5,eL6-2
841,3227.45880810729,11903.4067762428,339,185,2,eL4
842,3241.18828111376,10539.1224205081,481,236,13,PVALB
843,3243.90479012346,11679.314617284,369,161,2,eL4
844,3237.50148200423,734.58630910374,492,254,0,HPC
845,3193.172899344,4301.10470897923,547,271,8,Oligo
846,3242.93818162613,12450.1715123188,988,401,7,Astro-1
847,3256.36930147278,8700.54863021038,2140,612,8,Oligo
848,3252.87915380147,12777.1110635566,874,371,4,eL6-1
849,3175.69817591443,1061.88503485818,1099,393,0,HPC
850,3263.59980615683,3068.95056999123,377,187,8,Oligo
851,3264.34002901462,11047.1356433434,934,390,2,eL4
852,3280.02431555539,13155.3121286136,737,311,1,eL2/3
853,3273.40254381883,13416.0033814177,1110,449,1,eL2/3
854,3265.20928554246,14800.5847566354,681,347,1,eL2/3
855,3272.43264964958,8245.07435864464,788,358,3,eL5
856,3274.36164451009,16369.7086164451,257,144,10,Endo
857,3279.8590121776,3673.43536797519,155,94,-1,
858,3238.30234745116,9756.61983001828,1358,455,7,Astro-1
859,3285.41697515552,6211.10529328703,728,353,5,eL6-2
860,3301.14884560815,560.561589062298,628,309,0,HPC
861,3292.13144663123,4299.58770291625,251,161,8,Oligo
862,3271.66926677067,15867.9368174727,83,44,-1,
863,3316.80215271337,15372.8072675154,932,423,1,eL2/3
864,3295.98033876151,14539.7134687653,268,150,10,Endo
865,3334.70132820692,3565.05021554235,199,107,-1,
866,3317.93586775329,3878.43355250972,337,158,10,Endo
867,3323.83127820413,5570.88356184071,1251,478,5,eL6-2
868,3318.5510455646,12610.4221879815,621,259,8,Oligo
869,3328.60064063157,10280.8194907303,684,305,14,SST
870,3338.11079369981,14936.6358863496,445,208,1,eL2/3
871,3339.54013377926,753.924796942188,816,364,0,HPC
872,3347.28061803247,6436.32955212204,528,266,9,Micro
873,3313.09975964937,17140.0096140252,817,239,6,Smc
874,3348.14582095691,435.87990677695,525,249,0,HPC
875,3375.07484407484,4322.47217806041,281,147,8,Oligo
876,3355.96399223921,16136.1574412235,368,176,11,Astro-2
877,3355.47999442353,5230.13225521632,389,216,4,eL6-1
878,3368.59100310238,10858.8197040808,824,365,2,eL4
879,3360.23907414047,10507.0105175093,527,249,12,VIP
880,3379.05991735537,5726.76443488944,911,368,5,eL6-2
881,3386.47882237728,11348.8933161954,408,216,2,eL4
882,3396.79967544699,9574.66513083543,458,209,9,Micro
883,3402.78245863364,609.939498528068,877,408,0,HPC
884,3400.64629237288,16057.4996822034,134,75,-1,
885,3404.68636997984,12917.7377888045,986,395,1,eL2/3
886,3436.55708476697,16899.6486940882,550,253,9,Micro
887,3401.5115601023,16680.7314578005,351,190,11,Astro-2
888,3424.1468614025,1074.51745539178,754,330,0,HPC
889,3411.40430215108,16555.0291645823,412,205,11,Astro-2
890,3407.6427922577,2962.19719097198,319,189,3,eL5
891,3442.68459989935,10030.4126824358,1455,519,7,Astro-1
892,3475.78331480305,8915.52974110546,572,271,3,eL5
893,3452.26935637502,13159.5623554225,738,342,1,eL2/3
894,3495.12962595917,4897.24243282272,631,275,7,Astro-1
895,3460.86463596897,12524.6227314782,881,359,2,eL4
896,3463.41398197965,13477.0025928567,1072,453,1,eL2/3
897,3475.25062540536,761.154822570184,870,379,0,HPC
898,3448.41306996171,6529.68791333101,397,185,5,eL6-2
899,3482.0622406639,10304.3357762569,255,146,7,Astro-1
900,3462.35883534898,895.551958145354,864,398,0,HPC
901,3498.61822893307,6956.69467284597,311,166,5,eL6-2
902,3499.65276627083,11358.036269907,522,249,11,Astro-2
903,3490.29198355601,6213.96767728674,536,272,5,eL6-2
904,3542.49558177192,7948.56599583622,1366,456,14,SST
905,3499.61914452884,10936.7549514845,840,382,2,eL4
906,3514.61226470017,11665.8516592276,831,351,2,eL4
907,3533.97035242742,569.840605915868,1097,428,0,HPC
908,3541.20259920396,9881.44831745266,947,378,5,eL6-2
909,3541.95427831457,14739.4690706246,366,189,1,eL2/3
910,3536.61850471388,3982.39355404517,487,207,11,Astro-2
911,3548.16622127205,12780.2729378229,476,216,2,eL4
912,3559.71924778761,5454.92098082596,837,365,5,eL6-2
913,3514.59580625508,6014.9179021121,266,134,10,Endo
914,3541.2962514344,7684.73301032768,259,134,11,Astro-2
915,3572.6351637992,10647.7959327969,514,244,2,eL4
916,3535.19211122229,11214.7008794565,308,161,11,Astro-2
917,3541.81915286964,14022.9504950495,448,245,1,eL2/3
918,3539.74739537862,15375.2996333159,391,212,1,eL2/3
919,3550.81161261809,3361.45102480526,240,110,8,Oligo
920,3572.52491527551,5868.72984393959,471,238,4,eL6-1
921,3569.69829409277,9551.60989708163,1514,516,7,Astro-1
922,3593.41698754247,16171.6993582484,124,89,-1,
923,3567.82539354839,993.092129032258,714,339,0,HPC
924,3583.81137098308,6523.13158395132,376,187,8,Oligo
925,3574.35266142308,14374.5759404914,296,174,2,eL4
926,3617.05668831703,4076.63236865905,357,171,8,Oligo
927,3577.53810244764,6658.41950542518,542,273,5,eL6-2
928,3578.32162162162,1285.95492957746,569,242,11,Astro-2
929,3593.1314669333,1633.25122125411,980,436,0,HPC
930,3603.07613030602,10357.8253109576,372,176,11,Astro-2
931,3612.12827950472,12087.0549398216,452,215,2,eL4
932,3603.2857637087,13505.2989102231,606,330,1,eL2/3
933,3595.55874160997,14170.4714853203,402,214,11,Astro-2
934,3624.40824630408,1134.70883629459,488,243,10,Endo
935,3623.77733955954,5243.01085378936,647,308,5,eL6-2
936,3609.89007792778,6256.39128525958,593,303,5,eL6-2
937,3600.01962661561,706.620392532312,677,338,0,HPC
938,3608.77931168579,3635.80731090803,132,75,-1,
939,3595.01387810316,11925.452391092,1101,435,1,eL2/3
940,3648.24784666718,15385.3373942733,680,343,2,eL4
941,3600.1864044732,3251.04523465477,164,79,-1,
942,3649.13305570726,6064.62336155107,227,137,10,Endo
943,3633.13755111313,7765.98125851885,176,106,-1,
944,3633.07919277643,11298.3891054423,559,274,2,eL4
945,3616.37190036227,3092.53096127384,1057,380,14,SST
946,3649.36091604419,6368.93876638189,727,350,5,eL6-2
947,3635.97457449044,13407.154444211,416,217,9,Micro
948,3647.16379880874,833.166020610759,559,300,0,HPC
949,3666.51747986337,7271.05553915574,649,319,5,eL6-2
950,3649.96261625433,11539.3943225336,411,198,8,Oligo
951,3652.85623699114,11675.8600125853,642,326,2,eL4
952,3664.42514713751,13628.1603709649,637,367,1,eL2/3
953,3664.62370834785,14303.2531057703,410,237,1,eL2/3
954,3654.59843724387,4287.03606360308,361,156,8,Oligo
955,3662.34332032423,13163.0433503452,864,375,1,eL2/3
956,3677.1317414884,10187.7976800241,180,114,-1,
957,3676.66331079389,7575.86055597295,427,214,2,eL4
958,3671.08965834697,11125.4299304419,459,261,1,eL2/3
959,3668.87165809769,13990.1345115681,226,125,2,eL4
960,3687.6079535026,15812.566901193,404,233,1,eL2/3
961,3686.70803655846,966.539174283013,462,240,0,HPC
962,3681.29744446058,10986.9823580659,249,134,10,Endo
963,3684.45896435421,11422.6187421467,578,276,2,eL4
964,3697.92159903507,14734.6927716033,183,112,-1,
965,3691.75676414321,621.022091646169,829,375,0,HPC
966,3695.57605963422,3640.35555170322,172,88,-1,
967,3678.02437444327,4182.55518665479,205,98,8,Oligo
